Firm,Link,Description,Phone,Address,State,Website,Practice Area
"Davis & Cannon, LLP",https://www.us-barassociation.org/firms/detail/19c850719cdda396,"Founded in 1948, Davis & Cannon, LLP is a general practice law firm in Wyoming with office locations in Sheridan, Cheyenne, and Gillette. The firm was founded in 1948.

Davis & Cannon, LLP serves clients throughout Wyoming and the Northern Rocky Mountains from its offices in Sheridan, Cheyenne, and Gillette. Henry A. Burgess, a descendant of a pioneer ranching family and the son of the judge from northern Wyoming, started our firm in Sheridan, Wyoming after attending Harvard and the University of Michigan Law School. Our firm began with a strong foundation in natural resources, representing land owners and diverse businesses throughout the state. We particularly value the longstanding personal relationships we develop with our clients in finding solutions to their legal problems. Our law firm emphasizes efficient and practical problem-solving approaches to the legal issues our clients face, and we take pride in being recognized as among the best Wyoming lawyers.",Phone(s): (307) 672-7491 or (800) 868-4948,"40 South Main Street
Sheridan, Wyoming
82801", Wyoming,N/A,"Bankruptcy, Business Law, Commercial Law, Divorce, Employment, Estate Planning, Family Law, Government, Litigation, Motor Vehicle Accidents, Personal Injury, Real Estate"
"Davis & Cannon, LLP",https://www.us-barassociation.org/firms/detail/d7377ef2dcbc2d43,"Founded in 1948, Davis & Cannon, LLP is a general practice law firm in Wyoming with office locations in Sheridan, Cheyenne, and Gillette. The firm was founded in 1948.

Davis & Cannon, LLP serves clients throughout Wyoming and the Northern Rocky Mountains from its offices in Sheridan, Cheyenne, and Gillette. Henry A. Burgess, a descendant of a pioneer ranching family and the son of the judge from northern Wyoming, started our firm in Sheridan, Wyoming after attending Harvard and the University of Michigan Law School. Our firm began with a strong foundation in natural resources, representing land owners and diverse businesses throughout the state. We particularly value the longstanding personal relationships we develop with our clients in finding solutions to their legal problems. Our law firm emphasizes efficient and practical problem-solving approaches to the legal issues our clients face, and we take pride in being recognized as among the best Wyoming lawyers.",Phone(s): (307) 682-1246,"210 South Warren Avenue
Gillette, Wyoming
82716", Wyoming,N/A,"Bankruptcy, Business Law, Commercial Law, Divorce, Employment, Estate Planning, Family Law, Government, Litigation, Motor Vehicle Accidents, Personal Injury, Real Estate"
"Dray, Thomson & Dyekman, P.C.",https://www.us-barassociation.org/firms/detail/52702b2c54df0ff8,"Dray, Thomson & Dyekman, P.C. was originally founded in 1975 by W. Perry Dray and has flourished into a group of attorneys who have developed a diverse and growing clientele. The firm offers expertise in many areas of practice and provides strong community support by being involved in various legal associations as well as many community-based organizations.

The firm utilizes what was described in Chambers USA as a ""user-friendly team approach"" to client's legal issues. Teams form within the firm's practice groups to work on a legal matter, but draw on the knowledge, expertise and experience of all members of the firm to find creative and sophisticated solutions in a timely manner.",Phone(s): (307) 634-8891,"204 East 22nd Street
Cheyenne, Wyoming
82001", Wyoming,N/A,"Bankruptcy, Business Law, Commercial Law, Government, Real Estate, Tax"
FJH Law Office,https://www.us-barassociation.org/firms/detail/c528e6d819dd80ba,"FJH Law Office is proud to serve people like you who have been injured and need help. We do not represent insurance companies or big corporations who strive to pay you less than you deserve. The insurance company lawyers will represent the party who caused your injury. Our firm's personal injury specialties include: Product liability; Insurance company bad faith practices; Medical negligence; Truck accidents; Wrongful Death; Civil Litigation; and, Civil Rights.",Phone(s): (307) 324-6639,"220 North 4th St. Ste. 207
Rawlins, Wyoming
82301", Wyoming,N/A,"Business Law, Employment, Industry, Litigation, Medical Malpractice, Motor Vehicle Accidents, Personal Injury"
"Freeburg Law, LLC",https://www.us-barassociation.org/firms/detail/fcf0e76722bb62f2,"Criminal defense and DUI attorney in Jackson Hole, Wyoming. Practice includes all crimes, and covers Wyoming and Idaho.",Phone(s): (307) 203-6979,"140 E Broadway, Ste 25
Jackson, Wyoming
83001", Wyoming,N/A,Criminal Defense
Geittmann Larson Swift LLP,https://www.us-barassociation.org/firms/detail/260fa1585f54cbc9,"Mullikin, Larson and Swift, LLC is engaged in the general practice of law throughout Wyoming, with special emphasis on general real estate and land use planning matters civil litigation in tort, business, insurance and real estate matters employment corporate, banking and business law including complex transactions taxation and estate planning, wills, trusts and probate law administrative law municipal and education law.

With seven experienced lawyers and five legal support staff including two paralegals, Mullikin, Larson & Swift LLC is well equipped to handle the legal needs of its clients from its offices at 155 East Pearl Street in Jackson, Wyoming.

Dave Larson, a partner in the firm, began serving as attorney for Teton County School District No. One in 1974, and his experience and expertise in school law is extensive. He also has a solid background in administrative law, having served as attorney for the Town of Jackson for over twenty years. Other firm members began assisting with representation of the School District after the partnership was established in 1985, and the firm has remained attorneys for Teton County School District No. One continuously since that time. Presently, Sara Van Genderen is the attorney primarily working with the School District, though the expertise, knowledge, and experience of all firm members often are relied upon on various District matters.

Other representative clients of our firm have included the Town of Jackson, for which Dave Larson served as attorney for over twenty years, the Jackson State Bank, and Teton County in various litigation matters.

Mullikin, Larson and Swift LLC is able to offer a wide variety of legal services through the broad experience and expertise of each of its lawyers, including in such areas as real estate law, land use and development law, estate planning, personal injury defense, insurance law, business law, administrative law, tax law and bankruptcy. We are listed in Martindale-Hubbell and the Bar Register of Preeminent Lawyers.",Phone(s): (307) 733-3923,"155 East Pearl Avenue, Suite 200
Jackson, Wyoming
83001", Wyoming,N/A,"Bankruptcy, Business Law, Employment, Estate Planning, Government, Litigation, Personal Injury, Real Estate, Tax"
"Hageman & Brighton Law Office, PC",https://www.us-barassociation.org/firms/detail/5b4070cee6fb954e,"Harriet M. Hageman and Kara Brighton began their legal partnership as Hageman & Brighton in Cheyenne, Wyoming on August 1, 2000. Since commencing business, the partners of Hageman & Brighton have worked on numerous water and natural resources issues. Ms. Hageman and Ms. Brighton worked on Nebraska v.",Phone(s): (307) 635-4888,"222 East 21st Street
Cheyenne, Wyoming
82001", Wyoming,N/A,Real Estate
"Hall & Evans, L.L.C.",https://www.us-barassociation.org/firms/detail/f071a132bf6916cc,"Hall & Evans is a regional law firm established in 1932 which focuses on civil and tort litigation. Historically, our attorneys have tried more cases to verdict than any other law firm in Colorado. We have more than 1,800 published decisions in the Tenth Circuit, Colorado Court of Appeals, and Colorado Supreme Court.

Our attorneys handle an extensive amount of litigation in Colorado and are routinely involved in cases in nearby states, including Arizona, Kansas, and Nebraska. We handle cases in Montana from our office in Billings, Montana, and cases in Wyoming from our offices in Casper and Laramie, Wyoming. To better serve the needs of our clients, we have recently expanded by opening offices in Kansas City, Missouri, Santa Fe, New Mexico, and Salt Lake City, Utah. Several of our attorneys serve as coordinating counsel, and many of our attorneys serve as local or regional counsel in nationwide litigation. The firm is also involved in regulatory and government affairs public policy work on behalf of the insurance industry.

Hall & Evans is a founding member and the exclusive Colorado member of the ALFA International legal network. ALFA International is a global network of independent business-focused law firms. Founded in 1980, ALFA International is the oldest legal network and remains one of the largest and strongest. The ALFA organization is comprised of 150 member firms with 80 members in the United States and 70 members in Europe, Asia, Australia/New Zealand, Africa, Canada, Mexico and South America. Contact your H&E Attorney or link to the ALFA website for more information.",Phone(s): (307) 460-3929,"866 North 4th Street, Suite 3
Laramie, Wyoming
82072", Wyoming,N/A,"Business Law, Commercial Law, Employment, Government, Litigation, Medical Malpractice, Personal Injury, Real Estate, Tax"
"Hampton & Newman, LC",https://www.us-barassociation.org/firms/detail/79b547f05a5ca183,"Hampton & Newman, LC is a personal injury law firm committed to providing legal representation to injured persons and their families. Attorneys David A Hampton and Michael D. Newman both grew up in Wyoming. They attended the University Wyoming College of Law, and have been together for nearly 25 years, practicing personal injury, worker’s compensation and criminal defense law in Sweetwater County, Wyoming.

Over the course of their long careers as trial lawyers, they have represented Wyoming working men and women in state district and federal district courts. They understand well that when someone is injured in an accident—whether from a motor vehicle accident or an industrial accident—that an injury, big or small, can significantly and profoundly compromise the injured person’s lifestyle. Often this means that the injured and his or her family may be faced with the unfortunate reality of periods of unemployment or even permanent unemployment which affects the injured person’s ability to keep up with bills and the obligations of life. Serious injuries cause the injured and his or her family untold physical, emotional and financial stress.

Hampton & Newman are dedicated trial lawyers whose first and most important objective is to help their clients prevail in their case. They employ aggressive trial strategies and techniques to ensure effective and convincing representation. Often times the case can be settled and they have participated in arbitrations and mediations with insurance companies and their lawyers to effect settlements that provide compensation so that mounting medical bills, lost wages and the like are covered and taken care of.

Because every legal matter is different in terms of the facts and law, they approach each case or claim with a fresh perspective and attempt to tailor their approach to achieve the best possible outcome for that injured person. Some cases are settled out of court and some cases end up in trial, but they make every effort to bring about the best possible resolution for the injured person or his family. Sometimes serious accidents result in death, and in that case they strive to achieve a result that is best suited for the relatives and heirs in the wrongful death claim.

Sometimes injuries are significant or life threatening and sometimes they are not, but regardless, they assist those in both large and smaller types of personal injury claims because they know based on their collective experience that the injured person will have a lot of concerns on how or when he or she should settle or file a claim.

Hampton & Newman also represent the following unions: United Steel Workers of America, United Steel Workers #13214; United Steel Workers #15320 and United Mine Workers of America.",Phone(s): (307) 382-6443,"118 3rd Street
Rock Springs, Wyoming
82901", Wyoming,N/A,"Business Law, Employment, Industry, Motor Vehicle Accidents, Personal Injury"
Harton Law Firm,https://www.us-barassociation.org/firms/detail/4451ee3864e94af4,"Dedicated family law firm focused on adoption, divorce, child custody, guardianship, name changes, wills and probate.",Phone(s): (307) 382-5545,"517 - 2nd Street
Rock Springs, Wyoming
82901", Wyoming,N/A,"Divorce, Estate Planning, Family Law, Litigation"
"Hathaway & Kunz, PC",https://www.us-barassociation.org/firms/detail/24f8c7db792e978a,"Hathaway & Kunz P.C. (H&K) was founded in 1975 by former two-term Wyoming Governor and U.S. Secretary of Interior, Stanley K. Hathaway, along with Brent R. Kunz. Since that time, H&K has grown to become a prominent law firm in the State of Wyoming.

H&K offer a diverse array of legal services. Although litigation is a significant part of our practice, the firm prides itself on the ability to provide high quality legal representation in many different areas of the law. Our clients have a wide range of litigation, transactional, regulatory and planning needs. H&K serves the entire State of Wyoming, practicing in all state and federal courts and before all state government agencies. With our office in Cheyenne, the firm is also very active in legislative affairs, lobbying and governmental relations.

H&K is committed to providing the highest quality of legal services in the most cost-efficient manner. The breadth of experience of H&Ks lawyers means our clients benefit from counsel on virtually any legal matter. We have developed specialized talent within many practice areas in order to serve your needs effectively and efficiently.

We practice regularly in a number of specialized areas of the law such as banking and commercial law, public finance, employment, products liability, personal injury, corporate law, environmental and regulatory affairs, to name a few. Litigation is a large part of our practice, in which we serve as advocates for individuals, corporations and other organizations in lawsuits, administrative proceedings, appeals and other means of dispute resolution.

H&K offers the personal contact and responsiveness you would normally expect to find only in a small firm. Yet, the firm offers specialized services and experience in many areas of the law often found only in large metropolitan law firms. This unique combination has allowed us to provide high quality legal services tailored to the specific needs of our clients.

Over the years, many changes have taken place in the law. However, some things have not changed. Achieving the best results still requires experience, sound judgment and the ability to provide quality legal services at a fair cost. We understand the importance of thorough preparation and the need to keep abreast of new developments and current trends in the law in order to provide our clients with sound advice and the most favorable results.

We have built our firm around the needs of our clients. We strive to understand our clients and to find cost-effective solutions to their legal problems.

Our practice is built upon a simple, yet very successful, philosophy: The single most important element of our work is what it gains for our clients. Our lasting relationships with our clients attest to their satisfaction with our services.",Phone(s): (307) 332-9880,"315 Main Street Suite 4, Orchard Building
Lander, Wyoming
82520", Wyoming,N/A,"Bankruptcy, Business Law, Commercial Law, Employment, Estate Planning, Government, Industry, Litigation, Personal Injury, Real Estate"
"Hickey & Evans, LLP",https://www.us-barassociation.org/firms/detail/15ec38d5525010fb,"Hickey & Evans handles a wide range of practice areas, from estate planning to energy law. The firm takes advantage of the latest technology, giving lawyers and staff organizational and research depth, and clients cost-effective services. The firm is the right size to react quickly to client",Phone(s): (307) 634-1525,"1800 Carey Avenue, Suite 700
Cheyenne, Wyoming
82001", Wyoming,N/A,"Bankruptcy, Business Law, Commercial Law, Criminal Defense, Employment, Estate Planning, Government, Industry, Litigation, Motor Vehicle Accidents, Personal Injury, Real Estate, Tax"
"Hirst Applegate, LLP",https://www.us-barassociation.org/firms/detail/aa81e4acaa4577e7,"Hirst Applegate, LLP traces its history back to the 1930s. Over the years, the firm has built a strong reputation for exceptional trial work and the successful representation of a broad range of local, national, and international clients in Wyoming. Hirst Applegate, LLP has the highest rating",Phone(s): (307) 632-0541,"1720 Carey Avenue, Suite 400
Cheyenne, Wyoming
82001", Wyoming,N/A,"Bankruptcy, Business Law, Employment, Estate Planning, Industry, Litigation, Medical Malpractice, Motor Vehicle Accidents, Personal Injury, Real Estate"
"Hishaw Law, LL. C.",https://www.us-barassociation.org/firms/detail/b25611392fae099d,"The mission of Hishaw Law, LL.C., is to provide quality Wyoming Bankruptcy attorneyservices and to build a financial legacy for working families throughout the state by relieving your debt through bankruptcy protection in Wyoming and estate planning services. We accomplish this with the use of a",Phone(s): (307) 228-0407,"109 East 17th Street
Cheyenne, Wyoming
82001", Wyoming,N/A,Estate Planning
Holland & Hart LLP,https://www.us-barassociation.org/firms/detail/b1a9dad3ac6a169e,"Holland & Hart delivers integrated legal solutions to regional, national, and international clients of all sizes, from emerging businesses to Fortune 500 corporations. Since its inception in 1947, Holland & Hart has grown into a firm of more than 400 lawyers in 15 offices in Colorado, Wyoming, Idaho, Montana, Nevada, New Mexico, Utah, and the District of Columbia. In 2007 and 2008, Holland & Hart was named the best corporate law firm in Denver according to a survey of corporate directors in Corporate Board Member magazine. It is also the largest law firm based in the Mountain West ranked on The American Lawyer's list of the top 200 firms in the United States.",Phone(s): (307) 778-4200,"2515 Warren Avenue Suite 450
Cheyenne, Wyoming
82001", Wyoming,N/A,"Bankruptcy, Business Law, Commercial Law, Criminal Defense, Employment, Estate Planning, Industry, Intellectual Property, Litigation, Personal Injury, Real Estate, Tax"
Honaker Law,https://www.us-barassociation.org/firms/detail/860702e62dbc4003,"Honaker Law is a personal injury law firm located in Rock Springs, Wyoming. The firm is a dynamic legal team built by Richard Honaker, an extraordinarily effective Wyoming trial lawyer since 1976. Mr. Honaker handles cases in all parts of Wyoming, and in neighboring states in association with local counsel. His practice has been based out of a Rock Springs, Wyoming office since 1982.

Always believing it a privilege and a trust to be licensed to practice law in the courtrooms of Wyoming, Mr. Honaker has put his knowledge and experience to work representing individual people and families in significant personal injury and wrongful death cases. Current and recent cases include highway collisions caused by incompetent or negligent truck drivers; catastrophic railroad accidents; defective product cases, and oil field, mining, and pipeline accidents; and pharmaceutical litigation.",Phone(s): (307) 362-5800 or (866) 388-6100,"214 Winston Drive
Rock Springs, Wyoming
82901", Wyoming,N/A,"Medical Malpractice, Motor Vehicle Accidents, Personal Injury"
"Hooper Law Offices, P.C.",https://www.us-barassociation.org/firms/detail/b03b82c4e0fa67b1,"Hooper Law Offices, P.C. is a dedicated law firm located in Riverton, Wyoming. Firm established in 1978 by David B. Hooper, who has achieved Martindale-Hubbell's highest rating for ethical standards and legal ability. Litigation oriented practice in all areas of personal injury claims and defense and business disputes.",Phone(s): (307) 856-4331,"115 North 7th East
Riverton, Wyoming
82501", Wyoming,N/A,"Business Law, Estate Planning, Litigation, Personal Injury, Real Estate"
Jenkins Law Office,https://www.us-barassociation.org/firms/detail/846e15eb96b01b26,The Jenkins Law Office is a Domestic Relations and Personal Injury law firm serving people in Sheridan and throughout the state of Wyoming.,Phone(s): (307) 674-8847,"45 East Loucks, Suite 208
Sheridan, Wyoming
82801", Wyoming,N/A,"Business Law, Divorce, Motor Vehicle Accidents, Personal Injury"
Jubin & Zerga LLC,https://www.us-barassociation.org/firms/detail/035212d2cc99cb12,"We are a two-person firm, comprised of Thomas Jubin, Esq. and Elizabeth Zerga, Esq. Unlike many big firms that take on large numbers of cases, we accept only as many clients as we can handle in a personal, individualized way. Thus, we are able to provide the most comprehensive and attentive",Phone(s): (307) 637-4965,"2614 Pioneer Avenue
Cheyenne, Wyoming
82001", Wyoming,N/A,"Business Law, Employment, Estate Planning, Government, Industry, Litigation"
Kenneth S. Cohen,https://www.us-barassociation.org/firms/detail/ae0fc54624b9ed6b,"The Law Office of Kenneth S. Cohen is an experienced law firm representing clients in the following areas of law: Divorce/Custody; Corporations/LLCs; Real Estate; Business Contracts; Construction Cases; Contract Disputes; and, Drunk Driving/Criminal Law.",Phone(s): (307) 733-4946,"125 E. Pearl, Suite 22
Jackson, Wyoming
83001", Wyoming,N/A,"Business Law, Criminal Defense, Divorce, Personal Injury, Real Estate"
King & King L.L.C.,https://www.us-barassociation.org/firms/detail/d75df4f4a678927c,"King & King, LLC is a premier law firm located in Jackson, Wyoming. Our diverse practice encompasses Accident and Injury, Business and Real Estate Law, Civil Litigation, Insurance Defense, Construction and Real Estate Litigation, Criminal Law and high asset Family Law. With nearly thirty years experience assisting individuals and business owners throughout Wyoming, King & King, LLC has earned a reputation for unparalleled excellence. Founded by father and son team Floyd R. King and Bret F. King, King & King, LLC prides itself on client focused, results oriented representation, where the ultimate goal is to achieve the best possible outcome for the client.

King & King, LLC has forged a reputation for excellence through its work inside and outside the courtroom. Collectively, our attorneys have over sixty years of experience representing clients in state and federal courts throughout Wyoming. We have litigated many jury and bench trials to verdict, and have extensive success in securing dismissals, acquittals, damages, and settlements for our clients.",Phone(s): (307) 733-2904,"610 West Broadway Avenue
Jackson, Wyoming
83001", Wyoming,N/A,"Business Law, Commercial Law, Litigation, Real Estate"
"Lathrop & Rutledge, P.C.",https://www.us-barassociation.org/firms/detail/c02cfbaa135e1b06,"Lathrop & Rutledge, P.C. is a dedicated law firm offering a wide range of legal services, in a number of practice areas including litigation, insurance, business planning, estate planning, alternative dispute resolution and local counsel services. Practicing law in Wyoming provides attorneys with the opportunity to gain experience in a number of different areas of the law, and the members Lathrop & Rutledge, P.C., enjoy this diverse practice. We have been privileged to assist many clients faced with the burden of litigation, but we have also had opportunities to assist our clients in a wide variety of business and personal matters outside the courtroom. In addition we have been fortunate to be called upon by many attorneys outside of Wyoming to assist them and their clients with matters occurring in Wyoming.",Phone(s): (307) 632-0554,"1920 Thomas Avenue, Suite 500
Cheyenne, Wyoming
82003", Wyoming,N/A,"Business Law, Employment, Estate Planning, Litigation, Medical Malpractice, Motor Vehicle Accidents, Personal Injury, Real Estate"
Law Office of Douglas R. McLaughlin,https://www.us-barassociation.org/firms/detail/aafa2272b71afaa6,"The Law Office of Douglas R. McLaughlin in Casper, Wyoming, is an experienced firm offering high quality personal service. With more than 30 years of experience, the firm has the experience you can trust for resolving your legal issues. We are well known throughout the Rocky Mountains for our",Phone(s): (307) 577-5151,"1924 East 1st Street
Casper, Wyoming
82601", Wyoming,N/A,"Business Law, Estate Planning, Real Estate"
"Law Offices of R. Michael Shickich, LLC",https://www.us-barassociation.org/firms/detail/0c9e29f566f2aef1,"The Law Offices of R. Michael Shickich, LLC is an experienced law firm focusing on injury cases such as auto and truck accidents; wrongful death; and injury cases of all types.",Phone(s): (307) 266-5297,"1204 East Second Street
Casper, Wyoming
82601", Wyoming,N/A,"Business Law, Employment, Industry, Litigation, Medical Malpractice, Motor Vehicle Accidents, Personal Injury"
Law Offices of Patrick M. Hunter,https://www.us-barassociation.org/firms/detail/f9a930b5fd2ab0f3,"Law Offices of Patrick M. Hunter handles consumer bankruptcy and business bankruptcy, both liquidations and reorganizations. We also represent creditors and trustees on an occasional basis. We handle matter statewide but emphasis our practice in Natrona, Converse, Johnson, Fremont and Sheridan",Phone(s): (307) 235-1900,"142 M. Park
Casper, Wyoming
82601", Wyoming,N/A,"Bankruptcy, Business Law, Litigation"
Lewis Roca Rothgerber LLP,https://www.us-barassociation.org/firms/detail/da3887fecd0f75f7,"Lewis and Roca, a leading law firm in the Southwest with 180 lawyers, offices in Phoenix, Tucson, Las Vegas, Reno, Albuquerque and Silicon Valley, and thriving practices in litigation, real estate and business transactions, natural resources, gaming, intellectual property, and",Phone(s): (307) 232-0222,"123 West First Street, Suite 200
Casper, Wyoming
82601", Wyoming,N/A,"Business Law, Commercial Law, Industry, Litigation, Personal Injury, Real Estate"
"Lonabaugh and Riggs, LLP",https://www.us-barassociation.org/firms/detail/5e4b32afa4c997df,"Lonabaugh and Riggs, LLP is Wyoming's oldest law firm. Founded in 1890, the firm has a long-standing tradition of providing excellent legal services through a general civil practice with emphasis on natural resources, business and commercial law, personal injury, farming and ranching law, and insurance defense litigation. Firm members have extensive administrative and litigation experience, combining aggressive advocacy and a thorough understanding of state-wide practice to best serve each client's needs.",Phone(s): (307) 672-7444,"50 East Loucks Street
Sheridan, Wyoming
82801", Wyoming,N/A,"Business Law, Commercial Law, Employment, Estate Planning, Industry, Litigation, Motor Vehicle Accidents, Personal Injury, Real Estate"
Long Reimer Winegar Beppler LLP,https://www.us-barassociation.org/firms/detail/ef946e9a8ffac5f2,"Long Reimer Winegar Beppler LLP is a regional law firm with offices located in Cheyenne, Jackson, Evanston and Park City, UT. Members of our firm are licensed to practice law in Wyoming, Colorado, Utah, Idaho, Washington and the District of Columbia.

Long Reimer Winegar Beppler LLP concentrates its practice in estate planning and administration, tax planning, business planning, real estate, elder law and family law.",Phone(s): (307) 734-1908,"199 E. Pearl, Suite 101
Jackson, Wyoming
83001", Wyoming,N/A,"Business Law, Divorce, Estate Planning, Family Law, Health Care & Social, Real Estate"
Long Reimer Winegar Beppler LLP,https://www.us-barassociation.org/firms/detail/fe27ae5a2ce2efba,"Long Reimer Winegar Beppler LLP is a regional law firm with offices located in Cheyenne, Jackson, Evanston and Park City, UT. Members of our firm are licensed to practice law in Wyoming, Colorado, Utah, Idaho, Washington and the District of Columbia.

Long Reimer Winegar Beppler LLP concentrates its practice in estate planning and administration, tax planning, business planning, real estate, elder law and family law.",Phone(s): (307) 746-3424,"1121 Washington Bvld, Suite 102
Newcastle, Wyoming
82701", Wyoming,N/A,"Business Law, Divorce, Estate Planning, Family Law, Health Care & Social, Real Estate"
"MacPherson, Kelly & Thompson, LLC",https://www.us-barassociation.org/firms/detail/31e4bf0e1aeab16b,"MacPherson, Kelly & Thompson, LLC, is a dedicated law firm providing legal representation in the following areas of practice: General Civil Trial Practice in all State and Federal Courts, Banking, Employment, Insurance, Real Estate, Ranching and Agriculture, Estate Planning and Probate, Elder Law, Natural Resource Law, Water Rights, Mining, Oil and Gas, Administrative, Personal Injury Law, Corporate, Contract, Construction Law, Business, Commercial, School and Municipal Law.",Phone(s): (307) 324-2713,"616 West Buffalo
Rawlins, Wyoming
82301", Wyoming,N/A,"Business Law, Commercial Law, Employment, Estate Planning, Family Law, Government, Litigation, Personal Injury, Real Estate"
"Majors Law Firm, P.C.",https://www.us-barassociation.org/firms/detail/fad91903c3544338,"The Majors Law Firm, P.C. is located in Jackson Hole, Wyoming, and is dedicated to assisting clients with their Business Planning, Tax Planning, Trust Planning, Estate Planning, and Asset Protection needs. The Majors Law Firm, P.C. serves clients throughout the State of Wyoming and works closely",Phone(s): (307) 733-4117,"125 S King Street, Suite 2A, PO Box 2922
Jackson, Wyoming
83001", Wyoming,N/A,"Business Law, Real Estate"
"McCrary Law Offices, LLC",https://www.us-barassociation.org/firms/detail/d09bd79ed3cbdacc,"McCrary Law Offices, LLC is dedicated to providing you with quality estate planning resources, so you can become familiar with all of the existing options. When you visit or call our office, we want you to feel comfortable discussing such an important issue concerning both you and your family. We want to arm you with the information you need to make an informed decision about your familys future.

If you have a well-drafted estate plan in place, youll ensure that your estate passes to whom you want, when you want, and is carried out in the manner youve chosen. You can rest assured that your family wont have to endure the public process and costly matter of probate. The government wont be able to take what youve spent a lifetime building. But you need to be aware of the many options that exist in estate planning—and you must choose your attorney wisely.",Phone(s): (307) 472-6900,"111 W. 2nd Street Suite 615
Casper, Wyoming
82601", Wyoming,N/A,"Estate Planning, Family Law, Health Care & Social"
"McKellar, Tiedeken & Scoggin, LLC",https://www.us-barassociation.org/firms/detail/d67abaeb2a4fab14,"McKellar, Tiedeken & Scoggin, LLC has combined experience of more than 75 years in civil litigation. All partners and associates are dedicated to providing our clients with quality legal service and personal attention.

The firm represents insurance companies, corporations, professionals and",Phone(s): (307) 637-5575,"702 Randall Avenue
Cheyenne, Wyoming
82001", Wyoming,N/A,"Business Law, Employment, Family Law, Litigation, Motor Vehicle Accidents, Personal Injury"
Messenger & Jurovich,https://www.us-barassociation.org/firms/detail/e886b68efdd083e3,"At Messenger & Jurovich, our attorneys have been representing businesses, individuals, and families throughout Wyoming since 1975.

Our firm has made a name for itself by providing aggressive courtroom representation for clients who need a strong advocate in the legal system. Indeed, we frequently handle complex or difficult cases that other lawyers have turned down, taking a team approach that ensures our clients get diligent representation.

When you are considering litigation, results are what count most. We will be happy to meet with you in consultation about your case and discuss how we propose to handle it, and tell you about similar cases we have handled in the past.",Phone(s): (307) 463-4415 or (866) 930-5115,"116 North 5th Street
Thermopolis, Wyoming
82443", Wyoming,N/A,"Bankruptcy, Business Law, Commercial Law, Criminal Defense, Divorce, Employment, Estate Planning, Family Law, Health Care & Social, Litigation, Motor Vehicle Accidents, Personal Injury, Real Estate"
"Meyer, Shaffer & Stepans, PLLP",https://www.us-barassociation.org/firms/detail/2bb55ab8dddddd53,"The attorneys at Meyer, Shaffer & Stepans are accomplished trial lawyers who represent clients throughout Wyoming, Montana, North Dakota and Colorado. We specialize in personal injury Law, criminal law, wrongful termination, medical malpractice, business disputes, oilfield accidents, and trucking",Phone(s): (307) 734-9544,"3490 Clubhouse Drive, Suite 104
Wilson, Wyoming
83014", Wyoming,N/A,"Medical Malpractice, Motor Vehicle Accidents, Personal Injury"
Murane & Bostwick,https://www.us-barassociation.org/firms/detail/bcead73fc9e4f992,"Murane & Bostwick, LLC is a general practice law firm with offices in Casper and Cheyenne, Wyoming. We represent businesses and individuals as close as our next door neighbors to multi-national corporations and insurers from Tokyo to London.

The firm became a partnership in 1949 and a limited",Phone(s): (307) 234-9345,"201 North Wolcott
Casper, Wyoming
82601", Wyoming,N/A,"Bankruptcy, Business Law, Commercial Law, Employment, Estate Planning, Litigation, Motor Vehicle Accidents, Personal Injury, Real Estate"
Murane & Bostwick,https://www.us-barassociation.org/firms/detail/bee66da765e5e5f7,"Murane & Bostwick, LLC is a general practice law firm with offices in Casper and Cheyenne, Wyoming. We represent businesses and individuals as close as our next door neighbors to multi-national corporations and insurers from Tokyo to London.

The firm became a partnership in 1949 and a limited",Phone(s): (307) 234-9345,"508 West 27th Street
Cheyenne, Wyoming
82001", Wyoming,N/A,"Bankruptcy, Business Law, Commercial Law, Employment, Estate Planning, Litigation, Motor Vehicle Accidents, Personal Injury, Real Estate"
"Nicholas & Tangeman, LLC",https://www.us-barassociation.org/firms/detail/956000d2fd99a748,"Nicholas Law Offices was founded by Philip Nicholas in 1992. The firm's principal client, Mountain Cement Company had suffered a huge loss when its newly installed blend tank silo collapsed shortly after installation. Over the course of the next three years, Nicholas Law Offices prosecuted negligence and product liability claims against third parties inlcuding steel suppliers. The firm won a $6.49 million dollars jury verdict on behalf of Mountain Cement Company against a large national steel company that judgment continues to stand as the largest verdict in Albany County, Wyoming.

Over the years, our firm has grown and continues to grow. Our offices are comprised of three partners, including Philip Nicholas, Jeff Anthony, Jason Tangeman, and two associates, Stacy Rostad-Kasper and Mitch Edwards. Although we continue to represent Mountain Cement Company, our client base has grown to over 200 clients and our practice includes representation in areas of general civil litigation, appellate advocacy, corporate and commercial law, public finance, governmental law, administrative law, real property law, criminal law, natural resources law, federal and state taxation, probate law and estate planning, and family law.

Our firm is located in Laramie, Wyoming and in the historic Charles E. Blair House, a large, beautiful Victorian home located on the corner of 5th and Fremont Streets. The Blair House was built in 1912 and is recorded on the Wyoming Historic Preservation list.",Phone(s): (307) 742-7140,"170 North Fifth St.
Laramie, Wyoming
82073", Wyoming,N/A,"Business Law, Commercial Law, Criminal Defense, Employment, Estate Planning, Government, Intellectual Property, Litigation, Personal Injury, Real Estate"
